GeneName,ComparisonName,Log2FoldChange,PValue,AdjustedPValue
ENSG00000256898,RNA_CDK8i.vs.RNA_Veh,0.600530007,0.535427143,0.775260228
ENSG00000175567,RNA_CDK8i.vs.RNA_Veh,0.311789406,0.037434159,0.212231009
ENSG00000175564,RNA_CDK8i.vs.RNA_Veh,-0.58973029,0.054757838,0.259082822
ENSG00000168014,RNA_CDK8i.vs.RNA_Veh,0.092100012,0.182615645,0.470248167
ENSG00000214517,RNA_CDK8i.vs.RNA_Veh,0.204008233,0.003173491,0.0580966
ENSG00000149380,RNA_CDK8i.vs.RNA_Veh,-0.005559374,0.97696942,0.990179473
ENSG00000165434,RNA_CDK8i.vs.RNA_Veh,-0.162161551,0.178585744,0.465817079
ENSG00000212961,RNA_CDK8i.vs.RNA_Veh,-0.376922953,0.270070934,0.569344066
ENSG00000255444,RNA_CDK8i.vs.RNA_Veh,0.156854746,0.436118795,0.710796553
ENSG00000175536,RNA_CDK8i.vs.RNA_Veh,0.014719958,0.947432141,0.979784452
ENSG00000254837,RNA_CDK8i.vs.RNA_Veh,0.143208331,0.300564711,0.597141662
ENSG00000077514,RNA_CDK8i.vs.RNA_Veh,0.078596584,0.26008,0.559683497
ENSG00000227615,RNA_CDK8i.vs.RNA_Veh,-0.073677358,0.401594537,0.683708631
ENSG00000166439,RNA_CDK8i.vs.RNA_Veh,0.041761092,0.464327876,0.730348668
ENSG00000166435,RNA_CDK8i.vs.RNA_Veh,0.086703018,0.407188569,0.68849782
ENSG00000241170,RNA_CDK8i.vs.RNA_Veh,0.520132651,0.174212272,0.459844542
ENSG00000118363,RNA_CDK8i.vs.RNA_Veh,0.031299939,0.718090224,0.880729991
ENSG00000162139,RNA_CDK8i.vs.RNA_Veh,0.093600295,0.335285459,0.627593796
ENSG00000213333,RNA_CDK8i.vs.RNA_Veh,-0.101308873,0.854765945,0.944392075
ENSG00000137486,RNA_CDK8i.vs.RNA_Veh,-0.044245845,0.527809127,0.770749588
ENSG00000149273,RNA_CDK8i.vs.RNA_Veh,-0.002708944,0.954438149,0.982346575
ENSG00000207445,RNA_CDK8i.vs.RNA_Veh,0.49195123,0.148178897,0.42512149
ENSG00000149243,RNA_CDK8i.vs.RNA_Veh,0.033621398,0.88629781,0.958122588
ENSG00000158555,RNA_CDK8i.vs.RNA_Veh,-0.374151673,0.034155305,0.202672007
ENSG00000149257,RNA_CDK8i.vs.RNA_Veh,-0.015295567,0.884191334,0.957776417
ENSG00000062282,RNA_CDK8i.vs.RNA_Veh,0.115855595,0.361088066,0.649916186
ENSG00000198382,RNA_CDK8i.vs.RNA_Veh,-0.141592393,0.133897192,0.404237166
ENSG00000085741,RNA_CDK8i.vs.RNA_Veh,0.439880993,0.141721988,0.415581003
ENSG00000137492,RNA_CDK8i.vs.RNA_Veh,-0.10956746,0.217638111,0.512238483
ENSG00000179240,RNA_CDK8i.vs.RNA_Veh,-0.184587351,0.259218656,0.55844177
ENSG00000272301,RNA_CDK8i.vs.RNA_Veh,-0.092381574,0.79608377,0.9173295
ENSG00000255135,RNA_CDK8i.vs.RNA_Veh,0.121417603,0.278768445,0.578145141
ENSG00000158636,RNA_CDK8i.vs.RNA_Veh,-0.052030393,0.494971054,0.75007534
ENSG00000254755,RNA_CDK8i.vs.RNA_Veh,-0.531584669,0.236721491,0.535342176
ENSG00000137507,RNA_CDK8i.vs.RNA_Veh,-0.011504525,0.968356521,0.987717617
ENSG00000182704,RNA_CDK8i.vs.RNA_Veh,-0.124121267,0.130354464,0.399421534
ENSG00000261578,RNA_CDK8i.vs.RNA_Veh,0.006222579,0.978826368,0.991394838
ENSG00000078124,RNA_CDK8i.vs.RNA_Veh,-0.049950276,0.426199127,0.701909865
ENSG00000149260,RNA_CDK8i.vs.RNA_Veh,-0.692559481,0.000785719,0.02542391
ENSG00000137474,RNA_CDK8i.vs.RNA_Veh,0.13453915,0.471522646,0.735773122
ENSG00000224829,RNA_CDK8i.vs.RNA_Veh,-0.040838396,0.663486357,0.851066845
ENSG00000149269,RNA_CDK8i.vs.RNA_Veh,0.079515234,0.175040937,0.461164191
ENSG00000074201,RNA_CDK8i.vs.RNA_Veh,0.23083086,0.005889333,0.083517977
ENSG00000178301,RNA_CDK8i.vs.RNA_Veh,-0.077319807,0.811836184,0.923456735
ENSG00000048649,RNA_CDK8i.vs.RNA_Veh,0.057433395,0.348735172,0.638726796
ENSG00000227376,RNA_CDK8i.vs.RNA_Veh,-0.419616224,0.001815463,0.042066863
ENSG00000087884,RNA_CDK8i.vs.RNA_Veh,-0.295777359,0.073648405,0.304055059
ENSG00000149262,RNA_CDK8i.vs.RNA_Veh,-0.075799745,0.399886888,0.682615885
ENSG00000151364,RNA_CDK8i.vs.RNA_Veh,0.263662942,0.024341372,0.171598413
ENSG00000151366,RNA_CDK8i.vs.RNA_Veh,0.058711989,0.433942685,0.708661202
ENSG00000159063,RNA_CDK8i.vs.RNA_Veh,0.250867551,0.018567057,0.149887207
ENSG00000246174,RNA_CDK8i.vs.RNA_Veh,0.095179262,0.747820953,0.89609855
ENSG00000188997,RNA_CDK8i.vs.RNA_Veh,-0.287983988,0.033591699,0.201415516
ENSG00000118369,RNA_CDK8i.vs.RNA_Veh,-0.224450635,0.111392464,0.371264108
ENSG00000033327,RNA_CDK8i.vs.RNA_Veh,0.063721897,0.640051722,0.837713044
ENSG00000251323,RNA_CDK8i.vs.RNA_Veh,-0.153305814,0.679160673,0.859709523
ENSG00000137513,RNA_CDK8i.vs.RNA_Veh,0.262424119,0.00987317,0.110367437
ENSG00000254471,RNA_CDK8i.vs.RNA_Veh,0.059223014,0.825358372,0.929895244
ENSG00000255014,RNA_CDK8i.vs.RNA_Veh,-0.565305596,0.003777366,0.063574329
ENSG00000227097,RNA_CDK8i.vs.RNA_Veh,-0.281282108,0.0010044,0.02975477
ENSG00000255063,RNA_CDK8i.vs.RNA_Veh,0.060081969,0.594708591,0.812856845
ENSG00000137509,RNA_CDK8i.vs.RNA_Veh,-0.004061949,0.949765211,0.980736565
ENSG00000254441,RNA_CDK8i.vs.RNA_Veh,-0.104621845,0.780931086,0.910715323
ENSG00000165490,RNA_CDK8i.vs.RNA_Veh,0.188698944,0.034833732,0.204579212
ENSG00000137502,RNA_CDK8i.vs.RNA_Veh,0.091981857,0.454571032,0.723841549
ENSG00000246067,RNA_CDK8i.vs.RNA_Veh,0.275282896,0.067463563,0.289882268
ENSG00000255051,RNA_CDK8i.vs.RNA_Veh,0.242560642,0.173500126,0.458889842
ENSG00000165494,RNA_CDK8i.vs.RNA_Veh,-0.139711962,0.034110281,0.202515831
ENSG00000254676,RNA_CDK8i.vs.RNA_Veh,-0.160262073,0.710804324,0.876611059
ENSG00000247137,RNA_CDK8i.vs.RNA_Veh,0.363649405,0.094105764,0.342283577
ENSG00000269939,RNA_CDK8i.vs.RNA_Veh,0.246196854,0.405505422,0.687352232
ENSG00000137494,RNA_CDK8i.vs.RNA_Veh,0.10417274,0.277649775,0.577192975
ENSG00000255541,RNA_CDK8i.vs.RNA_Veh,0.689610034,0.110069696,0.3691077
ENSG00000137500,RNA_CDK8i.vs.RNA_Veh,0.236740593,0.005707623,0.081529759
ENSG00000150672,RNA_CDK8i.vs.RNA_Veh,-0.691248282,0.099143682,0.350366626
ENSG00000213305,RNA_CDK8i.vs.RNA_Veh,0.149839049,0.543526488,0.780950963
ENSG00000171204,RNA_CDK8i.vs.RNA_Veh,0.057997462,0.63330196,0.834698953
ENSG00000171202,RNA_CDK8i.vs.RNA_Veh,0.038725937,0.697783376,0.869587149
ENSG00000137504,RNA_CDK8i.vs.RNA_Veh,-0.05805533,0.463073439,0.729724175
ENSG00000137501,RNA_CDK8i.vs.RNA_Veh,-0.375656292,0.023057846,0.167237501
ENSG00000073921,RNA_CDK8i.vs.RNA_Veh,-0.004771028,0.943451806,0.978842516
ENSG00000254502,RNA_CDK8i.vs.RNA_Veh,-0.037124513,0.76595218,0.904626433
ENSG00000074266,RNA_CDK8i.vs.RNA_Veh,0.120520056,0.168685365,0.453111221
ENSG00000149196,RNA_CDK8i.vs.RNA_Veh,-0.047619188,0.521813728,0.766677397
ENSG00000149201,RNA_CDK8i.vs.RNA_Veh,0.209929241,0.490185083,0.747226772
ENSG00000150687,RNA_CDK8i.vs.RNA_Veh,0.415135367,0.002685635,0.053282407
ENSG00000271318,RNA_CDK8i.vs.RNA_Veh,0.040317276,0.787313563,0.913815461
ENSG00000174804,RNA_CDK8i.vs.RNA_Veh,0.16746165,0.143601606,0.418592926
ENSG00000254748,RNA_CDK8i.vs.RNA_Veh,-0.053730533,0.881285293,0.956318754
ENSG00000166575,RNA_CDK8i.vs.RNA_Veh,0.047067549,0.515036939,0.762366457
ENSG00000123892,RNA_CDK8i.vs.RNA_Veh,-0.25449541,0.032836595,0.198630891
ENSG00000109861,RNA_CDK8i.vs.RNA_Veh,0.309035458,0.000934086,0.028414888
ENSG00000249489,RNA_CDK8i.vs.RNA_Veh,-0.520137226,0.00020223,0.012649704
ENSG00000110172,RNA_CDK8i.vs.RNA_Veh,0.168036061,0.375958351,0.663271173
ENSG00000214391,RNA_CDK8i.vs.RNA_Veh,-0.016507589,0.814912377,0.924766153
ENSG00000254677,RNA_CDK8i.vs.RNA_Veh,-0.228864013,0.523103576,0.767653716
ENSG00000180773,RNA_CDK8i.vs.RNA_Veh,-0.077765105,0.338427345,0.629580652
ENSG00000166002,RNA_CDK8i.vs.RNA_Veh,0.138102952,0.128078272,0.396155173
ENSG00000234106,RNA_CDK8i.vs.RNA_Veh,0.120687942,0.3283235,0.622271723
ENSG00000166004,RNA_CDK8i.vs.RNA_Veh,0.047402058,0.530158239,0.772334678
ENSG00000254911,RNA_CDK8i.vs.RNA_Veh,0.834726127,0.038159075,0.214845676
ENSG00000166012,RNA_CDK8i.vs.RNA_Veh,0.078733595,0.126413818,0.393985053
ENSG00000202314,RNA_CDK8i.vs.RNA_Veh,0.225993643,0.458701738,0.72691309
ENSG00000182919,RNA_CDK8i.vs.RNA_Veh,-0.306111854,0.002448203,0.050625976
ENSG00000042429,RNA_CDK8i.vs.RNA_Veh,-0.052716851,0.46338895,0.729724175
ENSG00000110218,RNA_CDK8i.vs.RNA_Veh,0.101292102,0.291866125,0.588728131
ENSG00000256745,RNA_CDK8i.vs.RNA_Veh,-0.031738192,0.805740093,0.921162002
ENSG00000123901,RNA_CDK8i.vs.RNA_Veh,-0.556070166,0.338400174,0.629580652
ENSG00000020922,RNA_CDK8i.vs.RNA_Veh,0.046250676,0.507862658,0.757217171
ENSG00000255893,RNA_CDK8i.vs.RNA_Veh,0.149589862,0.518084211,0.764172818
ENSG00000168876,RNA_CDK8i.vs.RNA_Veh,-0.042602969,0.693162938,0.866983681
ENSG00000134627,RNA_CDK8i.vs.RNA_Veh,-0.541679533,0.124188007,0.390967839
ENSG00000196371,RNA_CDK8i.vs.RNA_Veh,0.048942069,0.559537225,0.791428832
ENSG00000233536,RNA_CDK8i.vs.RNA_Veh,-0.102994898,0.733150955,0.887945853
ENSG00000255666,RNA_CDK8i.vs.RNA_Veh,0.174180296,0.42176526,0.699378841
ENSG00000166025,RNA_CDK8i.vs.RNA_Veh,-0.21464623,0.007140115,0.092201835
ENSG00000213368,RNA_CDK8i.vs.RNA_Veh,0.154671644,0.557299924,0.789563712
ENSG00000150316,RNA_CDK8i.vs.RNA_Veh,0.049335874,0.605722047,0.820029413
ENSG00000186280,RNA_CDK8i.vs.RNA_Veh,0.391251845,0.017485726,0.145585901
ENSG00000180771,RNA_CDK8i.vs.RNA_Veh,-0.17548673,0.108351338,0.366054366
ENSG00000149218,RNA_CDK8i.vs.RNA_Veh,-0.132898869,0.032353172,0.197491535
ENSG00000245552,RNA_CDK8i.vs.RNA_Veh,0.005453838,0.988909791,0.995294759
ENSG00000149212,RNA_CDK8i.vs.RNA_Veh,-0.245079196,0.133246078,0.403344859
ENSG00000077458,RNA_CDK8i.vs.RNA_Veh,-0.021622084,0.769353201,0.906144532
ENSG00000166037,RNA_CDK8i.vs.RNA_Veh,0.16884512,0.01482392,0.134960261
ENSG00000087053,RNA_CDK8i.vs.RNA_Veh,-0.002021022,0.983546933,0.993077694
ENSG00000184384,RNA_CDK8i.vs.RNA_Veh,0.368944736,0.010976358,0.116596344
ENSG00000149231,RNA_CDK8i.vs.RNA_Veh,0.028648395,0.740845565,0.892887382
ENSG00000183340,RNA_CDK8i.vs.RNA_Veh,0.136043743,0.112546893,0.373158423
ENSG00000255547,RNA_CDK8i.vs.RNA_Veh,0.272010809,0.414863763,0.694016908
ENSG00000255059,RNA_CDK8i.vs.RNA_Veh,-0.153378282,0.057960842,0.267074112
ENSG00000165895,RNA_CDK8i.vs.RNA_Veh,0.207387851,0.058177553,0.267172938
ENSG00000170647,RNA_CDK8i.vs.RNA_Veh,0.034167123,0.773527128,0.907198085
ENSG00000255504,RNA_CDK8i.vs.RNA_Veh,-0.278250478,0.345702335,0.636709096
ENSG00000254506,RNA_CDK8i.vs.RNA_Veh,0.25398441,0.349673068,0.639710203
ENSG00000110318,RNA_CDK8i.vs.RNA_Veh,0.281561085,0.119947535,0.383750523
ENSG00000137693,RNA_CDK8i.vs.RNA_Veh,-0.142936058,0.052192641,0.252375627
ENSG00000243777,RNA_CDK8i.vs.RNA_Veh,0.115996272,0.096619187,0.345942566
ENSG00000023445,RNA_CDK8i.vs.RNA_Veh,-0.484370278,0.003688073,0.062607984
ENSG00000110330,RNA_CDK8i.vs.RNA_Veh,-0.075116979,0.206185968,0.499407892
ENSG00000152558,RNA_CDK8i.vs.RNA_Veh,0.062926352,0.339197093,0.63033375
ENSG00000137673,RNA_CDK8i.vs.RNA_Veh,0.648701451,0.010046067,0.111090781
ENSG00000137674,RNA_CDK8i.vs.RNA_Veh,0.462431775,0.188177084,0.476655417
ENSG00000256916,RNA_CDK8i.vs.RNA_Veh,-0.028567194,0.932770273,0.975430781
ENSG00000256035,RNA_CDK8i.vs.RNA_Veh,-0.020050392,0.955545654,0.982555359
ENSG00000137745,RNA_CDK8i.vs.RNA_Veh,-0.373800167,0.593324734,0.8124862
ENSG00000260966,RNA_CDK8i.vs.RNA_Veh,-0.353144514,0.117224136,0.380059304
ENSG00000137692,RNA_CDK8i.vs.RNA_Veh,0.139574497,0.067587523,0.29016099
ENSG00000187240,RNA_CDK8i.vs.RNA_Veh,-0.211894559,0.20073035,0.492202847
ENSG00000196954,RNA_CDK8i.vs.RNA_Veh,-0.050096668,0.647934361,0.841783224
ENSG00000137757,RNA_CDK8i.vs.RNA_Veh,-0.204240512,0.773194196,0.907132621
ENSG00000170903,RNA_CDK8i.vs.RNA_Veh,-0.048504659,0.568318155,0.797036108
ENSG00000182359,RNA_CDK8i.vs.RNA_Veh,-0.320082727,0.028608443,0.185506247
ENSG00000149313,RNA_CDK8i.vs.RNA_Veh,0.107267249,0.164214274,0.447651984
ENSG00000213252,RNA_CDK8i.vs.RNA_Veh,0.199749226,0.265787297,0.564481866
ENSG00000255353,RNA_CDK8i.vs.RNA_Veh,-0.379675496,0.137923235,0.410653648
ENSG00000261098,RNA_CDK8i.vs.RNA_Veh,0.405378014,0.183504447,0.471261879
ENSG00000152404,RNA_CDK8i.vs.RNA_Veh,-0.079015813,0.528670836,0.771242018
ENSG00000225215,RNA_CDK8i.vs.RNA_Veh,-0.29912169,0.350969174,0.64070876
ENSG00000137760,RNA_CDK8i.vs.RNA_Veh,-0.181551675,0.080966717,0.32010211
ENSG00000110675,RNA_CDK8i.vs.RNA_Veh,-0.043320346,0.735878925,0.889823183
ENSG00000254702,RNA_CDK8i.vs.RNA_Veh,-0.127998858,0.551491066,0.786091823
ENSG00000110660,RNA_CDK8i.vs.RNA_Veh,0.050671482,0.496253809,0.751323601
ENSG00000240652,RNA_CDK8i.vs.RNA_Veh,-0.278247254,0.428696727,0.704186404
ENSG00000166266,RNA_CDK8i.vs.RNA_Veh,-0.034361537,0.564478407,0.794523098
ENSG00000075239,RNA_CDK8i.vs.RNA_Veh,-0.05732493,0.309822495,0.605698121
ENSG00000149308,RNA_CDK8i.vs.RNA_Veh,0.101746666,0.127538515,0.395594135
ENSG00000149311,RNA_CDK8i.vs.RNA_Veh,0.063149856,0.385655816,0.670739916
ENSG00000166323,RNA_CDK8i.vs.RNA_Veh,0.358784945,0.122225236,0.387447685
ENSG00000178202,RNA_CDK8i.vs.RNA_Veh,0.227591471,0.004003993,0.065855826
ENSG00000110723,RNA_CDK8i.vs.RNA_Veh,-0.078365386,0.448731246,0.719178328
ENSG00000178105,RNA_CDK8i.vs.RNA_Veh,0.199588326,0.022382964,0.164823179
ENSG00000255210,RNA_CDK8i.vs.RNA_Veh,0.016915411,0.92446343,0.972884829
ENSG00000149289,RNA_CDK8i.vs.RNA_Veh,0.048595347,0.532921854,0.773680105
ENSG00000137710,RNA_CDK8i.vs.RNA_Veh,-0.154300305,0.029288045,0.187743636
ENSG00000254416,RNA_CDK8i.vs.RNA_Veh,0.540270719,0.104522114,0.359253074
ENSG00000137714,RNA_CDK8i.vs.RNA_Veh,-0.016329931,0.869079128,0.950936508
ENSG00000170145,RNA_CDK8i.vs.RNA_Veh,0.051021556,0.414869534,0.694016908
ENSG00000137713,RNA_CDK8i.vs.RNA_Veh,0.238400309,0.018031947,0.147725663
ENSG00000086848,RNA_CDK8i.vs.RNA_Veh,0.077557615,0.491472601,0.74812129
ENSG00000255561,RNA_CDK8i.vs.RNA_Veh,-0.011105931,0.940188436,0.977981202
ENSG00000137720,RNA_CDK8i.vs.RNA_Veh,0.30104062,0.020921277,0.160075889
ENSG00000176343,RNA_CDK8i.vs.RNA_Veh,-0.069067163,0.289273333,0.586003042
ENSG00000150764,RNA_CDK8i.vs.RNA_Veh,0.224996197,0.033837396,0.201892819
ENSG00000150768,RNA_CDK8i.vs.RNA_Veh,0.095620713,0.145116895,0.420761779
ENSG00000230911,RNA_CDK8i.vs.RNA_Veh,-0.06237603,0.686525862,0.86391743
ENSG00000150773,RNA_CDK8i.vs.RNA_Veh,-0.052874425,0.796970916,0.91783384
ENSG00000150776,RNA_CDK8i.vs.RNA_Veh,0.130980542,0.163472372,0.446659987
ENSG00000150779,RNA_CDK8i.vs.RNA_Veh,0.119170605,0.217503435,0.512094802
ENSG00000204370,RNA_CDK8i.vs.RNA_Veh,0.008131309,0.913356728,0.96759652
ENSG00000150782,RNA_CDK8i.vs.RNA_Veh,-0.044272184,0.484347866,0.744022872
ENSG00000197580,RNA_CDK8i.vs.RNA_Veh,-0.403678827,0.065404821,0.285216716
ENSG00000214264,RNA_CDK8i.vs.RNA_Veh,0.084576707,0.527849984,0.770749588
ENSG00000150787,RNA_CDK8i.vs.RNA_Veh,-0.127027558,0.094476454,0.342542196
ENSG00000243250,RNA_CDK8i.vs.RNA_Veh,-0.170918111,0.631111529,0.833321785
ENSG00000213234,RNA_CDK8i.vs.RNA_Veh,-0.002227516,0.995296571,0.998276363
ENSG00000250303,RNA_CDK8i.vs.RNA_Veh,0.184120426,0.419780065,0.698128727
ENSG00000149294,RNA_CDK8i.vs.RNA_Veh,0.1885415,0.411801616,0.691894305
ENSG00000255129,RNA_CDK8i.vs.RNA_Veh,-0.184133656,0.615802668,0.825483225
ENSG00000149292,RNA_CDK8i.vs.RNA_Veh,0.248680239,0.01434881,0.132623521
ENSG00000270179,RNA_CDK8i.vs.RNA_Veh,0.276120357,0.435346776,0.709961047
ENSG00000166682,RNA_CDK8i.vs.RNA_Veh,0.142151563,0.672671675,0.856305941
ENSG00000256091,RNA_CDK8i.vs.RNA_Veh,-0.170684215,0.377414564,0.664348401
ENSG00000086827,RNA_CDK8i.vs.RNA_Veh,0.137408425,0.170458228,0.455266048
ENSG00000256167,RNA_CDK8i.vs.RNA_Veh,-0.032773001,0.66446537,0.851710784
ENSG00000048028,RNA_CDK8i.vs.RNA_Veh,0.059422026,0.480056177,0.740907182
ENSG00000180425,RNA_CDK8i.vs.RNA_Veh,-0.240209585,0.322703086,0.616732816
ENSG00000076053,RNA_CDK8i.vs.RNA_Veh,0.057472975,0.459200552,0.726969618
ENSG00000076043,RNA_CDK8i.vs.RNA_Veh,0.216616527,0.016402935,0.141364655
ENSG00000137656,RNA_CDK8i.vs.RNA_Veh,0.143459781,0.040743105,0.222534852
ENSG00000231611,RNA_CDK8i.vs.RNA_Veh,-0.388956452,0.168903135,0.453290117
ENSG00000109917,RNA_CDK8i.vs.RNA_Veh,0.167691428,0.023523914,0.168318222
ENSG00000160584,RNA_CDK8i.vs.RNA_Veh,0.127228645,0.084229313,0.325644577
ENSG00000234268,RNA_CDK8i.vs.RNA_Veh,-0.264102349,0.248450656,0.548062896
ENSG00000254851,RNA_CDK8i.vs.RNA_Veh,-0.053875692,0.645491859,0.840778937
ENSG00000168092,RNA_CDK8i.vs.RNA_Veh,-0.06155793,0.336584289,0.628049784
ENSG00000149577,RNA_CDK8i.vs.RNA_Veh,0.093645987,0.437968282,0.712534957
ENSG00000149591,RNA_CDK8i.vs.RNA_Veh,2.453442077,2.91E-06,0.001215576
ENSG00000160613,RNA_CDK8i.vs.RNA_Veh,0.138529145,0.103485649,0.357342059
ENSG00000167257,RNA_CDK8i.vs.RNA_Veh,-0.048020119,0.518809748,0.764723622
ENSG00000186318,RNA_CDK8i.vs.RNA_Veh,-0.446605772,0.019522036,0.154298714
ENSG00000110274,RNA_CDK8i.vs.RNA_Veh,-0.022128579,0.81630927,0.92543321
ENSG00000137726,RNA_CDK8i.vs.RNA_Veh,-0.511437268,0.092197998,0.338858699
ENSG00000137747,RNA_CDK8i.vs.RNA_Veh,-1.142382199,0.011996235,0.122271949
ENSG00000110324,RNA_CDK8i.vs.RNA_Veh,-0.272787327,0.232703106,0.530635185
ENSG00000137648,RNA_CDK8i.vs.RNA_Veh,-0.713718126,0.132095029,0.402182368
ENSG00000177098,RNA_CDK8i.vs.RNA_Veh,-0.495281085,0.199701822,0.490354229
ENSG00000160588,RNA_CDK8i.vs.RNA_Veh,-0.319177586,0.007584727,0.095494627
ENSG00000149573,RNA_CDK8i.vs.RNA_Veh,-0.118969863,0.220883301,0.516042453
ENSG00000110344,RNA_CDK8i.vs.RNA_Veh,0.024730769,0.688460312,0.864691712
ENSG00000167283,RNA_CDK8i.vs.RNA_Veh,-0.029252565,0.648062345,0.841838129
ENSG00000118058,RNA_CDK8i.vs.RNA_Veh,-0.022175855,0.781862702,0.911127104
ENSG00000149582,RNA_CDK8i.vs.RNA_Veh,-0.268807232,0.029780883,0.189726345
ENSG00000118096,RNA_CDK8i.vs.RNA_Veh,-0.011578637,0.916177739,0.968987174
ENSG00000243431,RNA_CDK8i.vs.RNA_Veh,-0.35059215,0.230417378,0.528324507
ENSG00000095139,RNA_CDK8i.vs.RNA_Veh,-0.022007329,0.707351042,0.875025017
ENSG00000019144,RNA_CDK8i.vs.RNA_Veh,-0.409326137,0.000323189,0.016424572
ENSG00000110367,RNA_CDK8i.vs.RNA_Veh,-0.092924539,0.302047664,0.598421442
ENSG00000186174,RNA_CDK8i.vs.RNA_Veh,-0.516283116,3.58E-05,0.004875437
ENSG00000255121,RNA_CDK8i.vs.RNA_Veh,0.198995383,0.378478216,0.664909717
ENSG00000186166,RNA_CDK8i.vs.RNA_Veh,0.225693195,0.01072955,0.114906814
ENSG00000240970,RNA_CDK8i.vs.RNA_Veh,1.582192042,0.025012233,0.173469375
ENSG00000118181,RNA_CDK8i.vs.RNA_Veh,-0.05402611,0.366725182,0.655434997
ENSG00000196655,RNA_CDK8i.vs.RNA_Veh,-0.016247117,0.785051226,0.912717652
ENSG00000137700,RNA_CDK8i.vs.RNA_Veh,-0.176031049,0.019002507,0.151965892
ENSG00000149428,RNA_CDK8i.vs.RNA_Veh,0.252742517,0.001088006,0.031148479
ENSG00000160695,RNA_CDK8i.vs.RNA_Veh,-0.201774244,0.010655446,0.114598456
ENSG00000256269,RNA_CDK8i.vs.RNA_Veh,-0.042761366,0.4809982,0.741603395
ENSG00000188486,RNA_CDK8i.vs.RNA_Veh,-0.689642277,4.31E-05,0.005382816
ENSG00000172269,RNA_CDK8i.vs.RNA_Veh,0.111116452,0.172667665,0.457697228
ENSG00000172375,RNA_CDK8i.vs.RNA_Veh,-0.104129353,0.283516511,0.58145012
ENSG00000172273,RNA_CDK8i.vs.RNA_Veh,-0.079033076,0.293080351,0.589492183
ENSG00000172350,RNA_CDK8i.vs.RNA_Veh,-0.127606193,0.440352607,0.714305926
ENSG00000160703,RNA_CDK8i.vs.RNA_Veh,-0.021563947,0.845200665,0.938947187
ENSG00000248712,RNA_CDK8i.vs.RNA_Veh,-0.446482232,0.121806159,0.386868494
ENSG00000110395,RNA_CDK8i.vs.RNA_Veh,-0.073672289,0.28117283,0.579305104
ENSG00000076706,RNA_CDK8i.vs.RNA_Veh,0.349187388,0.00027662,0.015091941
ENSG00000173456,RNA_CDK8i.vs.RNA_Veh,-0.101277449,0.156046054,0.436946838
ENSG00000036672,RNA_CDK8i.vs.RNA_Veh,0.021249083,0.866489396,0.949599276
ENSG00000245248,RNA_CDK8i.vs.RNA_Veh,0.308474929,0.056189609,0.262826946
ENSG00000230716,RNA_CDK8i.vs.RNA_Veh,0.875682626,0.013586304,0.129475304
ENSG00000254561,RNA_CDK8i.vs.RNA_Veh,-0.24613971,0.565412555,0.795405429
ENSG00000110400,RNA_CDK8i.vs.RNA_Veh,0.079144758,0.281001799,0.579305104
ENSG00000254854,RNA_CDK8i.vs.RNA_Veh,0.398516376,0.162144322,0.445222511
ENSG00000254406,RNA_CDK8i.vs.RNA_Veh,0.184938841,0.456699705,0.725453066
ENSG00000137699,RNA_CDK8i.vs.RNA_Veh,0.044725687,0.886024228,0.958122588
ENSG00000184232,RNA_CDK8i.vs.RNA_Veh,-0.014813291,0.879756814,0.955927044
ENSG00000137709,RNA_CDK8i.vs.RNA_Veh,0.040325384,0.905295121,0.964342506
ENSG00000181264,RNA_CDK8i.vs.RNA_Veh,-0.181626678,0.133897639,0.404237166
ENSG00000196914,RNA_CDK8i.vs.RNA_Veh,-0.145489179,0.022204762,0.164491027
ENSG00000149403,RNA_CDK8i.vs.RNA_Veh,1.028914404,0.019462273,0.15395026
ENSG00000154114,RNA_CDK8i.vs.RNA_Veh,-0.009719233,0.893175071,0.960103305
ENSG00000109927,RNA_CDK8i.vs.RNA_Veh,-0.293139462,0.223442305,0.519426004
ENSG00000109929,RNA_CDK8i.vs.RNA_Veh,0.29626072,0.004703324,0.072170304
ENSG00000232460,RNA_CDK8i.vs.RNA_Veh,0.103507896,0.589054168,0.81001121
ENSG00000137642,RNA_CDK8i.vs.RNA_Veh,-0.383855591,0.00038574,0.017771247
ENSG00000255248,RNA_CDK8i.vs.RNA_Veh,0.168423503,0.012419337,0.123507947
ENSG00000259571,RNA_CDK8i.vs.RNA_Veh,0.396301205,0.423861332,0.700808274
ENSG00000255090,RNA_CDK8i.vs.RNA_Veh,0.221114748,0.208091555,0.501303353
ENSG00000154127,RNA_CDK8i.vs.RNA_Veh,0.414819698,4.15E-05,0.005382816
ENSG00000109944,RNA_CDK8i.vs.RNA_Veh,-0.108578761,0.406650727,0.688136019
ENSG00000254944,RNA_CDK8i.vs.RNA_Veh,0.259159998,0.550371885,0.785371562
ENSG00000213184,RNA_CDK8i.vs.RNA_Veh,0.018750267,0.835998336,0.93480463
ENSG00000109971,RNA_CDK8i.vs.RNA_Veh,-0.018907452,0.923279343,0.972567075
ENSG00000200879,RNA_CDK8i.vs.RNA_Veh,-0.389458428,0.192740491,0.482344917
ENSG00000166250,RNA_CDK8i.vs.RNA_Veh,-0.052160194,0.735225635,0.889493617
ENSG00000255414,RNA_CDK8i.vs.RNA_Veh,0.450282175,0.22150021,0.516684753
